,Расстояние
163838,1877
163839,1877
163840,997
163841,1877
163842,3602
163843,3602
163844,1877
163845,2333
163846,1877
163847,1877
163848,6982
163849,6982
163850,1697
163851,1697
163852,3772
163853,3772
163854,1877
163855,1877
163856,1877
163857,1877
163858,2333
163859,2333
163860,2333
163861,3602
163862,1877
163863,1877
163864,3602
163865,3602
163866,1877
163867,1877
163868,1923
163869,1923
163870,1877
163871,1877
163872,3772
163873,3772
163874,3246
163875,3246
163876,9307
163877,1923
163878,9307
163879,1923
163880,2333
163881,2333
163882,2732
163883,2732
163884,3602
163885,3602
163886,1877
163887,1877
163888,1923
163889,1923
163890,1877
163891,3772
163892,1877
163893,1877
163894,1877
163895,1877
163896,2333
163897,1877
163898,1877
163899,1877
163900,1877
163901,1697
163902,2356
163903,2356
163904,1877
163905,1877
163906,1877
163907,1877
163908,1877
163909,1877
163910,1877
163911,1923
163912,1923
163913,9307
163914,9307
163915,9307
163916,1877
163917,1877
163918,1877
163919,1877
163920,1877
163921,1697
163922,2308
163923,2308
163924,1877
163925,2333
163926,2333
163927,2356
163928,1877
163929,1877
163930,1877
163931,1877
163932,3602
163933,3602
163934,1877
163935,2782
163936,2333
163937,2333
163938,2333
163939,1877
163940,1877
163941,1877
163942,9626
163943,9626
163944,1877
163945,0
163946,0
163947,2194
163948,2194
163949,1877
163950,2308
163951,2308
163952,1877
163953,1877
163954,6982
163955,6982
163956,1877
163957,1877
163958,1877
163959,1877
163960,1877
163961,1877
163962,1877
163963,1877
163964,2732
163965,3602
163966,3602
163967,1877
163968,1877
163969,1877
163970,1877
163971,1697
163972,1697
163973,1697
163974,1877
163975,2194
163976,2194
163977,899
163978,899
163979,1877
163980,1877
163981,2732
163982,2732
163983,3602
163984,3602
163985,2308
163986,2308
163987,3602
163988,3602
163989,1877
163990,1877
163991,2194
163992,2194
163993,1877
163994,1877
163995,1877
163996,3772
163997,2194
163998,2194
163999,2194
164000,1877
164001,1877
164002,1877
164003,1877
164004,2308
164005,2308
164006,2308
164007,2333
164008,2333
164009,3602
164010,3602
164011,1877
164012,1877
164013,1877
164014,1877
164015,2308
164016,2308
164017,1877
164018,1877
164019,1877
164020,1877
164021,1877
164022,1877
164023,1877
164024,1877
164025,1877
164026,1877
164027,1877
164028,2732
164029,2732
164030,1877
164031,3772
164032,3772
164033,1923
164034,1923
164035,1697
164036,1697
164037,1697
164038,2732
164039,2732
164040,2732
164041,1877
164042,1877
164043,2194
164044,2194
164045,2356
164046,2356
164047,1877
164048,2333
164049,2333
164050,1877
164051,1877
164052,1877
164053,1877
164054,2333
164055,2333
164056,2194
164057,2194
164058,6546
164059,6546
164060,1697
164061,1697
164062,1697
164063,1697
164064,2333
164065,2333
164066,2308
164067,2308
164068,1877
164069,1877
164070,1877
164071,1877
164072,1877
164073,1877
164074,1877
164075,1877
164076,1877
164077,1877
164078,1877
164079,2333
164080,2333
164081,1877
164082,1877
164083,1877
164084,1877
164085,1877
164086,1877
164087,1877
164088,2333
164089,1361
164090,1361
164091,6982
164092,6982
164093,1877
164094,1877
164095,2308
164096,2308
164097,1877
164098,2356
164099,2356
164100,2356
164101,1877
164102,1877
164103,1877
164104,1877
164105,1450
164106,1450
164107,1877
164108,3602
164109,3602
164110,3602
164111,3602
164112,3602
164113,1877
164114,1877
164115,1877
164116,1877
164117,1877
164118,2732
164119,2333
164120,2333
164121,1877
164122,1877
164123,2333
164124,1877
164125,1877
164126,1877
164127,1877
164128,1877
164129,1877
164130,1697
164131,1877
164132,2333
164133,2333
164134,1877
164135,1877
164136,1877
164137,1877
164138,1877
164139,1877
164140,1877
164141,1877
164142,1877
164143,1877
164144,1877
164145,2700
164146,2700
164147,2308
164148,2308
164149,2333
164150,2333
164151,2333
164152,3246
164153,3246
164154,3602
164155,3602
164156,2333
164157,2333
164158,436
164159,436
164160,436
164161,436
164162,1624
164163,1624
164164,1877
164165,2333
164166,1877
164167,1877
164168,1877
164169,1877
164170,2044
164171,44
164172,44
164173,1877
164174,1877
164175,3602
164176,3602
164177,3602
164178,1877
164179,1877
164180,2333
164181,2333
164182,3175
164183,3175
164184,3754
164185,3754
164186,3686
164187,1877
164188,1877
164189,1877
164190,3246
164191,3246
164192,2356
164193,6982
164194,6982
164195,2308
164196,1877
164197,2308
164198,1877
164199,2308
164200,2308
164201,2308
164202,3602
164203,3602
164204,6982
164205,2333
164206,2333
164207,1877
164208,1877
164209,1877
164210,1877
164211,1877
164212,1877
164213,1877
164214,1877
164215,1877
164216,1877
164217,1877
164218,1877
164219,2356
164220,2356
164221,1923
164222,1923
164223,2333
164224,1877
164225,1877
164226,1361
164227,1361
164228,2308
164229,2308
164230,2356
164231,2356
164232,2333
164233,2333
164234,2333
164235,2194
164236,2194
164237,1877
164238,1877
164239,1877
164240,1877
164241,1877
164242,1877
164243,1877
164244,3246
164245,2333
164246,2333
164247,1877
164248,1877
164249,1877
164250,1877
164251,1877
164252,1877
164253,1877
164254,1877
164255,1877
164256,1877
164257,1361
164258,1877
164259,1877
164260,1877
164261,2732
164262,2732
164263,1923
164264,1877
164265,1877
164266,1877
164267,1877
164268,2356
164269,1877
164270,1877
164271,1877
164272,1877
164273,1877
164274,2782
164275,2782
164276,1697
164277,1697
164278,1877
164279,1877
164280,1877
164281,1877
164282,1877
164283,1877
164284,1877
164285,1877
164286,3602
164287,3602
164288,1877
164289,1877
164290,1877
164291,3772
164292,3772
164293,1877
164294,1877
164295,3772
164296,3772
164297,4909
164298,4909
164299,4909
164300,2333
164301,2333
164302,1877
164303,1877
164304,1877
164305,1877
164306,3602
164307,3602
164308,9537
164309,9537
164310,2146
164311,2194
164312,2194
164313,1877
164314,1877
164315,1877
164316,1877
164317,2333
164318,2333
164319,1697
164320,1877
164321,1877
164322,1361
164323,2333
164324,1877
164325,1877
164326,2333
164327,2333
164328,3772
164329,3772
164330,1877
164331,1877
164332,9537
164333,9537
164334,1877
164335,1877
164336,1877
164337,1877
164338,1877
164339,1877
164340,1877
164341,2782
164342,3246
164343,3246
164344,2333
164345,2333
164346,1834
164347,1877
164348,2333
164349,1877
164350,2333
164351,1361
164352,3602
164353,3602
164354,3602
164355,1877
164356,1877
164357,1877
164358,1877
164359,2194
164360,1877
164361,1877
164362,3772
164363,3772
164364,2333
164365,3246
164366,3246
164367,2308
164368,2308
164369,1877
164370,1877
164371,1877
164372,2333
164373,2333
164374,6546
164375,1877
164376,1877
164377,1877
164378,1877
164379,1877
164380,1877
164381,1877
164382,1877
164383,1877
164384,1877
164385,6982
164386,6982
164387,1877
164388,1877
164389,1877
164390,2194
164391,1877
164392,2356
164393,2356
164394,2356
164395,2356
164396,1877
164397,1877
164398,1877
164399,1877
164400,1877
164401,1877
164402,1877
164403,3246
164404,1877
164405,2333
164406,2476
164407,1923
164408,1877
164409,1877
164410,6982
164411,1697
164412,1877
164413,1877
164414,1877
164415,1697
164416,1877
164417,1877
164418,1877
164419,1877
164420,1877
164421,1877
164422,2333
164423,2333
164424,2194
164425,2194
164426,1877
164427,1877
164428,1877
164429,1877
164430,1877
164431,1877
164432,1877
164433,3772
164434,3772
164435,2194
164436,2194
164437,1877
164438,1877
164439,1877
164440,2700
164441,2700
164442,1877
164443,1877
164444,2333
164445,3772
164446,1877
164447,1877
164448,1834
164449,1834
164450,1834
164451,3602
164452,3602
164453,3246
164454,3246
164455,3246
164456,1877
164457,1877
164458,1877
164459,1877
164460,1877
164461,1877
164462,2194
164463,2194
164464,2333
164465,2333
164466,2333
164467,3602
164468,3602
164469,1877
164470,1877
164471,1877
164472,1877
164473,3602
164474,3602
164475,3602
164476,3602
164477,3602
164478,3602
164479,2333
164480,2333
164481,1877
164482,1877
164483,3602
164484,3602
164485,1877
164486,1877
164487,1877
164488,1877
164489,1877
164490,1877
164491,1877
164492,1877
164493,2333
164494,1877
164495,1877
164496,1877
164497,1877
164498,1877
164499,2194
164500,1877
164501,1877
164502,2356
164503,2356
164504,1361
164505,1877
164506,1877
164507,1877
164508,1877
164509,3246
164510,3246
164511,1877
164512,1877
164513,1877
164514,0
164515,1361
164516,1361
164517,1877
164518,1877
164519,1877
164520,2700
164521,2700
164522,2333
164523,2333
164524,2333
164525,84
164526,84
164527,1877
164528,3602
164529,2024
164530,1877
164531,2356
164532,2356
164533,2356
164534,1877
164535,1877
164536,1877
164537,2333
164538,2333
164539,1923
164540,1923
164541,1923
164542,3246
164543,3246
164544,436
164545,436
164546,3772
164547,3772
164548,1877
164549,1877
164550,1877
164551,3772
164552,3772
164553,1877
164554,2356
164555,2356
164556,1877
164557,1877
164558,1877
164559,1877
164560,1877
164561,1877
164562,9537
164563,9537
164564,2333
164565,2333
164566,2333
164567,1877
164568,1877
164569,1877
164570,1877
164571,1877
164572,1877
164573,1877
164574,2356
164575,1877
164576,1877
164577,1877
164578,1877
164579,1877
164580,1877
164581,1877
164582,1877
164583,2356
164584,2356
164585,1877
164586,1877
164587,1877
164588,1877
164589,899
164590,3246
164591,3246
164592,3246
164593,3246
164594,3246
164595,3246
164596,3246
164597,2194
164598,2194
164599,2308
164600,2308
164601,1877
164602,1877
164603,1877
164604,1877
164605,3246
164606,3246
164607,1877
164608,1877
164609,2194
164610,2194
164611,1877
164612,1877
164613,1877
164614,1877
164615,2333
164616,2333
164617,2333
164618,2333
164619,2333
164620,436
164621,436
164622,436
164623,1877
164624,1877
164625,1877
164626,1877
164627,1877
164628,1877
164629,1877
164630,1877
164631,1877
164632,1877
164633,1877
164634,1450
164635,1450
164636,1923
164637,1923
164638,2333
164639,2333
164640,1877
164641,1877
164642,6982
164643,6982
164644,6982
164645,1877
164646,1834
164647,1877
164648,1877
164649,1877
164650,3602
164651,3602
164652,2333
164653,2333
164654,6982
164655,6982
164656,6982
164657,1877
164658,1877
164659,1877
164660,1877
164661,1877
164662,1877
164663,1877
164664,1877
164665,2965
164666,2965
164667,1877
164668,1877
164669,2146
164670,1877
164671,1877
164672,1877
164673,2146
164674,2146
164675,3258
164676,2194
164677,2194
164678,3772
164679,3772
164680,2333
164681,1624
164682,1624
164683,3602
164684,3602
164685,2194
164686,2194
164687,1877
164688,1877
164689,1877
164690,1877
164691,1877
164692,3246
164693,3246
164694,3246
164695,4395
164696,4395
164697,1877
164698,1877
164699,2194
164700,2194
164701,1877
164702,1877
164703,1877
164704,1877
164705,1877
164706,1877
164707,1877
164708,1877
164709,2732
164710,2732
164711,3772
164712,3772
164713,3772
164714,1697
164715,1697
164716,2333
164717,2333
164718,2333
164719,1877
164720,1877
164721,1877
164722,1877
164723,1877
164724,1877
164725,2333
164726,2333
164727,1877
164728,1877
164729,1877
164730,2194
164731,2194
164732,2333
164733,2194
164734,2194
164735,2194
164736,2333
164737,2333
164738,1877
164739,2333
164740,1877
164741,2333
164742,1923
164743,1877
164744,1877
164745,1877
164746,1877
164747,1877
164748,1877
164749,2333
164750,2308
164751,1877
164752,1877
164753,1877
164754,1877
164755,1877
164756,1877
164757,1877
164758,1923
164759,1923
164760,1923
164761,753
164762,753
164763,753
164764,1877
164765,1877
164766,1877
164767,1877
164768,1877
164769,1877
164770,2308
164771,2308
164772,1877
164773,1877
164774,9307
164775,9307
164776,9307
164777,9307
164778,9307
164779,6982
164780,6982
164781,6982
164782,2617
164783,2617
164784,2356
164785,1877
164786,1877
164787,1877
164788,1877
164789,1877
164790,1877
164791,1877
164792,1877
164793,1877
164794,753
164795,1877
164796,1877
164797,1877
164798,1877
164799,2356
164800,1877
164801,1877
164802,1877
164803,1877
164804,2333
164805,1877
164806,1877
164807,1877
164808,1877
164809,1923
164810,1923
164811,1877
164812,1877
164813,1877
164814,1877
164815,1877
164816,1877
164817,1877
164818,1877
164819,1877
164820,1877
164821,1877
164822,1877
164823,1877
164824,1877
164825,1877
164826,1877
164827,2356
164828,2356
164829,1697
164830,1697
164831,1877
164832,2333
164833,2333
164834,2333
164835,1697
164836,1697
164837,1877
164838,1877
164839,1877
164840,1877
164841,1877
164842,1877
164843,1877
164844,1877
164845,2333
164846,1877
164847,1877
164848,1877
164849,1877
164850,1877
164851,1877
164852,1877
164853,1877
164854,1877
164855,1877
164856,3772
164857,3772
164858,2356
164859,2356
164860,1923
164861,1877
164862,1923
164863,1877
164864,1877
164865,1877
164866,1877
164867,1877
164868,1877
164869,1877
164870,1877
164871,2617
164872,2617
164873,1877
164874,1877
164875,1877
164876,1877
164877,2732
164878,2732
164879,1877
164880,3772
164881,2700
164882,3772
164883,2700
164884,2194
164885,1962
164886,2194
164887,1697
164888,1697
164889,1877
164890,1877
164891,1877
164892,1877
164893,1877
164894,1877
164895,1877
164896,1877
164897,1877
164898,2333
164899,1877
164900,1877
164901,1877
164902,1877
164903,1877
164904,9537
164905,9537
164906,2356
164907,2356
164908,2356
164909,2356
164910,2356
164911,1877
164912,1877
164913,2308
164914,2308
164915,3772
164916,2333
164917,2333
164918,2308
164919,2308
164920,1877
164921,1877
164922,2333
164923,1877
164924,1877
164925,1877
164926,0
164927,0
164928,1877
164929,1877
164930,1877
164931,1877
164932,2333
164933,2333
164934,1877
164935,1877
164936,1877
164937,1877
164938,1877
164939,1877
164940,1877
164941,1877
164942,2333
164943,2333
164944,1877
164945,1877
164946,1361
164947,1361
164948,1877
164949,2194
164950,2194
164951,1877
164952,1877
164953,1877
164954,1877
164955,3602
164956,2333
164957,1877
164958,1877
164959,1877
164960,1877
164961,1877
164962,1877
164963,3772
164964,3772
164965,1877
164966,1877
164967,1877
164968,1877
164969,2333
164970,2333
164971,997
164972,997
164973,1450
164974,2333
164975,2333
164976,2333
164977,6982
164978,997
164979,6982
164980,6982
164981,1877
164982,44
164983,44
164984,1877
164985,1877
164986,1877
164987,3772
164988,3772
164989,1877
164990,1877
164991,1877
164992,1877
164993,1697
164994,1697
164995,1697
164996,1877
164997,1877
164998,2333
164999,2333
165000,3772
165001,3772
165002,2333
165003,1877
165004,1877
165005,2333
165006,2333
165007,2333
165008,2333
165009,2333
165010,2333
165011,2333
165012,2333
165013,2333
165014,1877
165015,1877
165016,1697
165017,1450
165018,1450
165019,2782
165020,2782
165021,1697
165022,1697
165023,1877
165024,1877
165025,1877
165026,1877
165027,1877
165028,1877
165029,665
165030,665
165031,665
165032,1877
165033,1877
165034,2700
165035,2700
165036,2333
165037,2333
165038,2333
165039,1877
165040,1877
165041,3602
165042,3602
165043,2333
165044,1697
165045,1697
165046,3602
165047,3602
165048,1877
165049,1877
165050,1877
165051,1877
165052,1923
165053,1923
165054,2333
165055,2333
165056,1877
165057,1877
165058,1877
165059,1877
165060,1877
165061,1877
165062,1877
165063,1877
165064,1877
165065,1877
165066,1877
165067,1877
165068,1877
165069,1877
165070,1877
165071,1877
165072,3602
165073,3602
165074,6546
165075,6546
165076,1877
165077,1877
165078,3602
165079,3602
165080,1877
165081,1877
165082,1877
165083,1877
165084,1877
165085,1877
165086,1877
165087,1877
165088,2308
165089,2308
165090,2308
165091,1877
165092,1877
165093,1877
165094,1877
165095,1877
165096,2782
165097,1877
165098,1877
165099,1834
165100,2146
165101,2146
165102,1834
165103,2146
165104,6982
165105,6982
165106,6982
165107,6982
165108,1877
165109,1877
165110,1877
165111,1877
165112,1877
165113,2308
165114,2308
165115,1877
165116,1877
165117,3754
165118,3754
165119,1877
165120,1877
165121,1877
165122,1877
165123,1877
165124,1877
165125,1877
165126,1877
165127,2333
165128,2333
165129,2333
165130,2661
165131,2661
165132,3772
165133,3772
165134,3602
165135,3602
165136,1877
165137,1877
165138,1877
165139,1877
165140,1697
165141,1877
165142,1877
165143,3602
165144,1877
165145,1877
165146,2356
165147,1207
165148,1207
165149,1466
165150,1361
165151,1361
165152,1877
165153,1877
165154,1877
165155,1877
165156,1877
165157,1877
165158,1877
165159,1877
165160,1877
165161,1877
165162,1877
165163,3772
165164,1877
165165,1877
165166,1877
165167,1877
165168,2146
165169,2146
165170,2732
165171,2732
165172,2024
165173,2024
165174,1877
165175,2700
165176,1697
165177,1697
165178,2146
165179,2146
165180,1877
165181,1877
165182,1877
165183,2308
165184,2308
165185,2782
165186,2782
165187,2782
165188,2782
165189,2782
165190,1877
165191,1877
165192,1877
165193,1877
165194,1697
165195,1697
165196,1877
165197,1877
165198,1877
165199,2670
165200,1834
165201,2194
165202,2194
165203,3602
165204,3602
165205,3602
165206,1697
165207,3246
165208,3246
165209,3246
165210,1877
165211,2333
165212,2333
165213,1877
165214,1877
165215,1877
165216,1877
165217,1877
165218,1877
165219,1877
165220,1425
165221,1425
165222,1425
165223,1425
165224,2333
165225,2333
165226,1877
165227,1877
165228,1877
165229,2333
165230,2333
165231,1877
165232,1877
165233,2308
165234,2333
165235,2333
165236,1877
165237,1877
165238,1877
165239,1877
165240,9537
165241,2308
165242,2308
165243,2308
165244,2308
165245,1877
165246,1877
165247,1877
165248,1877
165249,2356
165250,2356
165251,3602
165252,1877
165253,1877
165254,1877
165255,1877
165256,1877
165257,1877
165258,6982
165259,6982
165260,1425
165261,1425
165262,1877
165263,1877
165264,1877
165265,1877
165266,0
165267,0
165268,3772
165269,3772
165270,3772
165271,1877
165272,1877
165273,2194
165274,2194
165275,1877
165276,2661
165277,2661
165278,2700
165279,2308
165280,2308
165281,3602
165282,3602
165283,2194
165284,1697
165285,1877
165286,1877
165287,1877
165288,1877
165289,1877
165290,1923
165291,1923
165292,2333
165293,2333
165294,1877
165295,1877
165296,1877
165297,1877
165298,1877
165299,4395
165300,4395
165301,1877
165302,1877
165303,1877
165304,1877
165305,1877
165306,1877
165307,2333
165308,2194
165309,2194
165310,2308
165311,2308
165312,1877
165313,1877
165314,1962
165315,1962
165316,1962
165317,1962
165318,1877
165319,1877
165320,3772
165321,1877
165322,1877
165323,1834
165324,753
165325,753
165326,753
165327,1877
165328,1868
165329,2356
165330,2356
165331,1877
165332,1877
165333,1697
165334,3772
165335,3772
165336,1877
165337,1877
165338,3602
165339,3602
165340,1877
165341,2661
165342,2661
165343,1877
165344,2333
165345,2333
165346,2333
165347,3602
165348,3602
165349,2308
165350,3246
165351,3246
165352,1877
165353,1877
165354,1877
165355,1877
165356,1877
165357,0
165358,0
165359,0
165360,1923
165361,1923
165362,1877
165363,1877
165364,1877
165365,1877
165366,1877
165367,2146
165368,2146
165369,2333
165370,2333
165371,1877
165372,1877
165373,2333
165374,2333
165375,3602
165376,3602
165377,2700
165378,2700
165379,2194
165380,2194
165381,3772
165382,3772
165383,3772
165384,2194
165385,2194
165386,1877
165387,1877
165388,44
165389,44
165390,44
165391,1834
165392,1877
165393,1877
165394,1877
165395,1877
165396,1877
165397,1877
165398,1877
165399,1877
165400,1877
165401,2333
165402,2333
165403,1877
165404,1877
165405,1877
165406,1877
165407,1877
165408,1877
165409,1877
165410,1361
165411,1361
165412,1361
165413,1361
165414,1877
165415,1877
165416,1877
165417,1877
165418,2356
165419,2356
165420,2356
165421,2356
165422,2356
165423,2356
165424,2356
165425,1697
165426,1697
165427,1877
165428,1877
165429,2333
165430,2333
165431,3602
165432,6982
165433,6982
165434,3602
165435,3602
165436,1877
165437,1877
165438,2700
165439,2700
165440,2194
165441,2194
165442,2333
165443,2333
165444,2083
165445,2083
165446,1877
165447,1877
165448,1877
165449,1877
165450,1877
165451,1877
165452,1877
165453,1877
165454,1877
165455,755
165456,755
165457,1877
165458,1877
165459,1877
165460,1877
165461,1877
165462,997
165463,997
165464,2194
165465,2194
165466,1877
165467,1877
165468,1877
165469,1877
165470,1877
165471,3602
165472,3602
165473,1877
165474,1877
165475,2670
165476,2670
165477,1877
165478,1877
165479,1877
165480,1877
165481,0
165482,1877
165483,1877
165484,1877
165485,1877
165486,1877
165487,1877
165488,1877
165489,1877
165490,1877
165491,1877
165492,3602
165493,2146
165494,1877
165495,1877
165496,2333
165497,2333
165498,2333
165499,2333
165500,1877
165501,1877
165502,1877
165503,1877
165504,1877
165505,1877
165506,1877
165507,2333
165508,2333
165509,1624
165510,1624
165511,1834
165512,1877
165513,1877
165514,3602
165515,3602
165516,1877
165517,1877
165518,6982
165519,6982
165520,1877
165521,1877
165522,1877
165523,1877
165524,1877
165525,1877
165526,2333
165527,2333
165528,1877
165529,1877
165530,1877
165531,1877
165532,1877
165533,2333
165534,2333
165535,1877
165536,1877
165537,1877
165538,1877
165539,1877
165540,1877
165541,2146
165542,2146
165543,1877
165544,0
165545,0
165546,1877
165547,1877
165548,1877
165549,1877
165550,3772
165551,2333
165552,2333
165553,1877
165554,1877
165555,3246
165556,3246
165557,3246
165558,1877
165559,1877
165560,2732
165561,2732
165562,1877
165563,1877
165564,1877
165565,1877
165566,1877
165567,1877
165568,1877
165569,1877
165570,1877
165571,1877
165572,2333
165573,2333
165574,3602
165575,3602
165576,2194
165577,2194
165578,1877
165579,1877
165580,1877
165581,1877
165582,3602
165583,1877
165584,1877
165585,1877
165586,3772
165587,1877
165588,1877
165589,1877
165590,2333
165591,2333
165592,1877
165593,1877
165594,1877
165595,1877
165596,1877
165597,1877
165598,1877
165599,1877
165600,1361
165601,1361
165602,1361
165603,1207
165604,1207
165605,1877
165606,0
165607,0
165608,0
165609,1877
165610,1877
165611,1877
165612,1877
165613,436
165614,436
165615,436
165616,2700
165617,2700
165618,1877
165619,0
165620,0
165621,0
165622,1877
165623,1877
165624,1697
165625,1877
165626,1877
165627,2333
165628,1877
165629,1877
165630,1877
165631,1877
165632,1877
165633,1877
165634,1877
165635,1877
165636,4395
165637,4395
165638,1877
165639,1877
165640,1877
165641,1877
165642,9537
165643,9537
165644,1877
165645,1877
165646,1877
165647,1877
165648,1923
165649,1923
165650,1877
165651,1877
165652,1877
165653,1877
165654,1877
165655,1877
165656,1877
165657,1877
165658,1877
165659,1877
165660,1877
165661,1945
165662,1945
165663,1361
165664,1361
165665,1877
165666,1877
165667,1877
165668,1877
165669,1877
165670,1877
165671,1877
165672,1877
165673,1877
165674,1877
165675,2333
165676,1877
165677,1877
165678,1834
165679,1834
165680,1834
165681,1834
165682,1697
165683,1697
165684,2356
165685,2356
165686,2356
165687,1877
165688,2333
165689,2333
165690,2333
165691,1877
165692,2333
165693,2333
165694,2333
165695,2333
165696,1834
165697,1877
165698,1877
165699,2333
165700,2333
165701,3772
165702,3772
165703,1877
165704,3246
165705,1834
165706,1877
165707,1877
165708,1877
165709,1877
165710,1877
165711,1877
165712,1877
165713,1877
165714,1877
165715,1877
165716,1877
165717,1877
165718,1877
165719,1877
165720,2333
165721,2333
165722,1877
165723,1877
165724,1877
165725,1877
165726,1923
165727,1827
165728,1827
165729,1877
165730,1877
165731,1877
165732,1877
165733,2333
165734,2333
165735,2333
165736,1877
165737,1877
165738,1877
165739,1877
165740,1877
165741,1923
165742,1877
165743,1877
165744,1877
165745,3246
165746,3246
165747,1877
165748,1877
165749,1877
165750,1877
165751,1877
165752,1877
165753,1877
165754,1877
165755,1877
165756,2700
165757,2700
165758,1877
165759,3602
165760,3602
165761,2356
165762,2356
165763,3246
165764,3246
165765,3602
165766,3602
165767,3602
165768,1877
165769,1877
165770,1877
165771,1877
165772,1877
165773,1877
165774,1877
165775,1877
165776,1877
165777,1877
165778,2194
165779,2194
165780,1877
165781,1877
165782,1877
165783,1877
165784,1877
165785,1877
165786,3246
165787,3246
165788,1877
165789,1877
165790,1877
165791,1877
165792,1877
165793,1877
165794,1877
165795,1877
165796,1877
165797,1877
165798,1697
165799,1697
165800,1877
165801,1877
165802,2333
165803,2333
165804,3602
165805,2700
165806,2700
165807,1877
165808,1877
165809,1877
165810,1877
165811,1877
165812,1923
165813,1923
165814,1923
165815,1877
165816,1877
165817,2965
165818,2965
165819,2965
165820,755
165821,755
165822,2787
165823,2787
165824,2194
165825,2194
165826,1877
165827,1877
165828,1877
165829,1877
165830,1877
165831,1877
165832,1877
165833,1877
165834,3772
165835,3772
165836,2308
165837,1877
165838,2308
165839,1877
165840,1877
165841,1877
165842,1877
165843,1877
165844,2476
165845,2476
165846,3602
165847,3602
165848,2356
165849,2356
165850,1834
165851,1834
165852,1697
165853,1697
165854,2333
165855,2333
165856,1877
165857,2356
165858,3602
165859,3602
165860,1697
165861,3602
165862,1697
165863,1697
165864,1697
165865,2333
165866,2333
165867,3772
165868,3772
165869,1877
165870,1877
165871,1877
165872,1877
165873,1877
165874,1877
165875,1877
165876,1877
165877,2732
165878,2732
165879,1877
165880,1877
165881,1877
165882,3772
165883,3772
165884,1877
165885,1877
165886,1877
165887,1877
165888,2308
165889,2308
165890,1877
165891,1877
165892,1877
165893,1877
165894,2194
165895,1877
165896,1877
165897,1877
165898,1877
165899,6982
165900,6982
165901,1877
165902,1877
165903,1877
165904,1877
165905,2194
165906,2194
165907,1877
165908,1877
165909,1877
165910,1877
165911,3602
165912,3602
165913,6982
165914,1877
165915,1877
165916,1877
165917,1877
165918,1877
165919,1697
165920,1697
165921,1697
165922,1697
165923,1877
165924,1877
165925,1877
165926,1877
165927,1877
165928,1877
165929,1877
165930,1877
165931,1877
165932,2194
165933,2194
165934,3246
165935,3246
165936,1877
165937,1877
165938,3336
165939,3336
165940,1877
165941,1877
165942,2700
165943,2700
165944,2700
165945,1877
165946,1877
165947,1877
165948,6982
165949,6982
165950,2146
165951,1877
165952,1877
165953,1877
165954,9307
165955,1877
165956,1877
165957,1877
165958,138
165959,138
165960,2333
165961,2333
165962,2333
165963,1923
165964,1923
165965,1804
165966,1697
165967,3602
165968,1697
165969,3602
165970,3602
165971,3602
165972,2333
165973,2333
165974,1877
165975,1877
165976,1877
165977,1877
165978,1877
165979,1877
165980,1877
165981,1923
165982,1923
165983,6546
165984,2333
165985,2333
165986,3772
165987,3772
165988,3772
165989,1697
165990,1697
165991,1877
165992,1877
165993,1877
165994,1877
165995,1877
165996,2333
165997,2333
165998,2333
165999,2333
166000,2308
166001,2308
166002,2333
166003,2333
166004,3602
166005,3602
166006,6982
166007,2356
166008,2356
166009,2356
166010,2356
166011,2356
166012,1877
166013,1877
166014,2732
166015,2333
166016,2308
166017,2308
166018,1877
166019,3246
166020,3246
166021,1877
166022,1877
166023,1877
166024,2333
166025,2333
166026,2732
166027,2732
166028,1877
166029,1877
166030,1877
166031,1877
166032,1877
166033,1877
166034,1877
166035,1877
166036,1877
166037,2356
166038,2356
166039,1877
166040,1877
166041,1877
166042,1877
166043,1877
166044,1877
166045,1877
166046,1877
166047,3602
166048,3602
166049,1877
166050,1877
166051,1877
166052,1877
166053,1834
166054,1877
166055,1877
166056,2333
166057,2333
166058,2333
166059,2732
166060,2732
166061,2732
166062,2732
166063,2333
166064,2333
166065,1450
166066,3772
166067,3772
166068,1877
166069,1877
166070,1877
166071,1923
166072,1877
166073,1877
166074,2194
166075,2194
166076,3602
166077,3602
166078,1877
166079,1877
166080,1877
166081,1877
166082,1877
166083,1877
166084,1877
166085,1877
166086,1877
166087,1877
166088,1877
166089,997
166090,1877
166091,1877
166092,1877
166093,1877
166094,1877
166095,1877
166096,3246
166097,1877
166098,1877
166099,1877
166100,1877
166101,1877
166102,1877
166103,1877
166104,2308
166105,2308
166106,1877
166107,1877
166108,1877
166109,1877
166110,1877
166111,1877
166112,1877
166113,1632
166114,1632
166115,1877
166116,1877
166117,1877
166118,1697
166119,1697
166120,3602
166121,3602
166122,3602
166123,899
166124,899
166125,2194
166126,2194
166127,2333
166128,1877
166129,1877
166130,1877
166131,1877
166132,1877
166133,2333
166134,2333
166135,2333
166136,2333
166137,2333
166138,2333
166139,1877
166140,1877
166141,1877
166142,1877
166143,1877
166144,3772
166145,3772
166146,3772
166147,3772
166148,3772
166149,1877
166150,1877
166151,1877
166152,3602
166153,1877
166154,1877
166155,1877
166156,1877
166157,3772
166158,3772
166159,2333
166160,2333
166161,3246
166162,3246
166163,3772
166164,3772
166165,2194
166166,2194
166167,1877
166168,1877
166169,1877
166170,1877
166171,1877
166172,1877
166173,1877
166174,2732
166175,2732
166176,2732
166177,2146
166178,1877
166179,1877
166180,1877
